Topic,User,Score
Careers_and_Jobs_Positive,mmfsolutionsg,1.1518907907704059e-06
Careers_and_Jobs_Positive,ajayvidyasagar,4.08884782761594e-06
Careers_and_Jobs_Positive,jennnabella,6.488876533444175e-07
Tweets_About_Life_Events_Negative,rathpinaki,0.00020983841278895965
Tweets_About_Life_Events_Negative,ClarityFADE,0.0002795929304927993
Tweets_About_Life_Events_Negative,Syfq_H,0.0002480644179487061
Tweets_About_Life_Events_Negative,i_CLLYI,0.00021990056336133434
Tweets_About_Life_Events_Negative,matt_b_r,0.0002691280130142503
Tweets_About_Life_Events_Negative,giokalaw,0.00027859977579555717
Tweets_About_Life_Events_Negative,sugacandy_,0.0002271164682148791
Tweets_About_Life_Events_Negative,riza_bartolome,0.00020314971235830162
Tweets_About_Life_Events_Negative,mmfsolutionsg,0.00022936877111812563
Tweets_About_Life_Events_Negative,ajayvidyasagar,0.0002445463312017972
Tweets_About_Life_Events_Negative,maizan_dasimin,0.0002707268290290482
Tweets_About_Life_Events_Negative,luthdarwisy,0.00022737682088673906
Tweets_About_Life_Events_Negative,coolsails,0.00021261521033798524
Tweets_About_Life_Events_Negative,Uricacheng,0.00026483497646107777
Tweets_About_Life_Events_Negative,jennnabella,0.00026389300492700495
Tweets_About_Life_Events_Negative,kimkwon889496,0.0002707373574227442
Tweets_About_Life_Events_Negative,yanilauwoie,0.000254150135126967
Tweets_About_Life_Events_Negative,PetchyOD,0.00026687414658145293
Tweets_About_Life_Events_Negative,mr_insurtech,0.0002435089311045834
Tweets_About_Life_Events_Negative,JavienHu,0.0002679521261802224
Tweets_About_Life_Events_Negative,kfvith,0.00022305877199566026
Tweets_About_Life_Events_Negative,nachaaaaaa,0.0002710286687857816
Tweets_About_Life_Events_Negative,omgitsjunnie,0.00026091021305011807
Tweets_About_Life_Events_Negative,hanna1602,0.0002815724067799791
Tweets_About_Life_Events_Negative,patrickheu,0.0002626171295570142
Entertainment_and_Photography_Positive,giokalaw,7.309553878942455e-06
