Topic,User,Score
Everyday_Greetings_Positive,Xuan__n,0.07781404656476015
Everyday_Greetings_Positive,idamariana_y,0.0645685673316678
Everyday_Greetings_Positive,shasmiq,0.072690349457563
Everyday_Greetings_Positive,LeeNugent,0.08219635488328883
Everyday_Greetings_Positive,INFJme,0.07713713324555192
Everyday_Greetings_Positive,vrenex,0.08219635488328883
Everyday_Greetings_Positive,javindran,0.07713713324555192
Everyday_Greetings_Positive,SiddiqBilla,0.07091533841666735
Everyday_Greetings_Positive,rrice_ball,0.07713713324555192
Everyday_Greetings_Positive,ali_afeefa,0.07949334350338068
Everyday_Greetings_Positive,donnaurot,0.07713713324555192
