Topic,User,Score
Careers_and_Jobs_Positive,tepoyG,1.1248956292570708e-06
Careers_and_Jobs_Positive,_andreagbt,6.905686950905841e-07
Tweets_About_Life_Events_Positive,leongkhaiweng,3.965467965712152e-05
Tweets_About_Life_Events_Positive,JWNY,4.4018230567729046e-06
Tweets_About_Life_Events_Positive,tepoyG,3.718192292022079e-05
Tweets_About_Life_Events_Positive,daryjenne,2.4249220664928185e-05
Tweets_About_Life_Events_Positive,nickolaslgl,1.373388475130971e-05
Tweets_About_Life_Events_Positive,orchard3sixty,2.7460570103669447e-05
Tweets_About_Life_Events_Positive,STsportsdesk,2.515409375761864e-05
Tweets_About_Life_Events_Positive,Redblack_Rider,8.134582756820219e-07
Tweets_About_Life_Events_Positive,axmaxla,3.872624533092738e-05
Tweets_About_Life_Events_Positive,t_guevara,2.5434844704768247e-05
Tweets_About_Life_Events_Positive,alex_kong,4.9932266240438635e-06
Tweets_About_Life_Events_Positive,chwens,3.791601460072893e-05
Tweets_About_Life_Events_Negative,pkrvla,1.5195222795354278e-05
Tweets_About_Life_Events_Positive,zyc07729072,3.7657393212156487e-06
Travelling_around_Singapore_Positive,melissatsx,2.9379315167617134e-05
Everyday_Greetings_Positive,deideixx_,0.0006769133192082428
Everyday_Greetings_Positive,itisshanhere_,0.0005871410515448332
Everyday_Greetings_Positive,leongkhaiweng,0.0006867779413501509
Everyday_Greetings_Positive,ushinuco,0.0007260990367849483
Everyday_Greetings_Positive,melissatsx,0.0008136378131718905
Everyday_Greetings_Positive,JWNY,0.0006486949942093182
Everyday_Greetings_Positive,tepoyG,0.00048649636713530154
Everyday_Greetings_Positive,daryjenne,0.0007503131407892676
Everyday_Greetings_Positive,evelynxwq,0.0007503131407892676
Everyday_Greetings_Positive,nickolaslgl,0.0008312835092420699
Everyday_Greetings_Positive,CloudRunner_Rex,0.0008079214308468227
Everyday_Greetings_Positive,_andreagbt,0.0007913879222093838
Everyday_Greetings_Positive,orchard3sixty,0.0007109179123276853
Everyday_Greetings_Positive,STsportsdesk,0.0006622325406804727
Everyday_Greetings_Positive,Redblack_Rider,0.0005734001673942981
Everyday_Greetings_Positive,axmaxla,0.0007503131407892676
Everyday_Greetings_Positive,j17sf,0.0005331562643453116
Everyday_Greetings_Positive,SyaNashabudin,0.00041920009246636567
Everyday_Greetings_Positive,t_guevara,0.0007719018347268142
Everyday_Greetings_Positive,alex_kong,0.0005859638087380754
Everyday_Greetings_Positive,chwens,0.0005758031082262636
Everyday_Greetings_Positive,pkrvla,0.0008068016135049509
Everyday_Greetings_Positive,msfroggieee,0.0006169057814276633
Everyday_Greetings_Positive,zulr17,0.0007665137594584871
Everyday_Greetings_Positive,zyc07729072,0.0006340795835930457
